class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,35.3644385041368,1.4170439687283127,11.128594734962206
AF31,38.96489409220114,1.5349923630504148,2.091920956858354
BE,21.72077837623021,1.0442807053102043,45.41505372192028
