class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,5.84665046672226,0.027484606206423373,51.2758631785565
AF31,2.9312977832052716,0.06863865701541773,51.1439328120475
BE,0.989448510286503,0.29156743845240013,50.51645911767545
