class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,38.58100337764409,0.5276027194855556,0.2872021147615924
AF31,28.961688826292956,0.47812767524517946,0.28328986907771936
BE,9.6730382759005,1.418915291693179,0.34469096671949284
