class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,38.64665768536079,1.315173452623564,22.614027771342077
AF31,29.04869992484553,1.4807542630938633,41.82846021963764
BE,9.72934314368283,1.205346539371205,80.5114066385555
