class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,38.685745053204066,1.2271063381590244,22.529076502479032
AF31,29.042659223636527,1.2668959761955638,41.836183062261554
BE,9.731853744120599,1.1870406813687409,80.50831750150596
