class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,38.668625098803616,1.091476060845108,22.568462999860987
AF31,29.068160957687265,1.3654854804211478,41.794479712092425
BE,9.730020691194985,1.2467025748025085,80.5137234913427
