run,class,throughput_rx_Mbps,jitter_ms,loss_pct
c_20251109_130410,EF,38.6834973953741,0.994143811953031,22.53371020805338
c_20251109_130410,AF31,29.035872515422618,1.0984625449460241,41.850856463247
c_20251109_130410,BE,9.726942943979491,1.0246107145068144,80.51912948117943
c_20251109_130451,EF,38.667992241121205,0.944778393500352,22.5676907155986
c_20251109_130451,AF31,29.064457625226744,1.2623268952492188,41.794479712092425
c_20251109_130451,BE,9.734806736157617,0.8345975137757722,80.50136694314443
c_20251109_130532,EF,38.704805708823706,1.073422298190981,22.497412847720987
c_20251109_130532,AF31,29.046702401319394,1.0522437860904688,41.83000478816243
c_20251109_130532,BE,9.729714886251944,1.1557340034799481,80.5137234913427
c_20251109_130613,EF,38.68678443641036,1.2212744711336185,22.529076502479032
c_20251109_130613,AF31,29.036531731535806,1.1277868932233506,41.850856463247
c_20251109_130613,BE,9.726204986525863,1.1540605037131035,80.5206740497042
c_20251109_130653,EF,38.6877204835358,1.4727113295263325,22.531393355266207
c_20251109_130653,AF31,29.039330785358953,1.2581165475515281,41.84390590488547
c_20251109_130653,BE,9.72523148033306,1.0032349756509331,80.51835719691704
c_20251109_130734,EF,38.665247954675785,0.9189436807905463,22.568462999860987
c_20251109_130734,AF31,29.02972529371084,1.3119643205348641,41.86552986423243
c_20251109_130734,BE,9.72971604576456,1.18525084978178,80.5137234913427
c_20251109_130815,EF,38.68078244475834,1.1584023110449035,22.5406607664149
c_20251109_130815,AF31,29.06129876716313,1.1697892762454651,41.80915311307786
c_20251109_130815,BE,9.73407395441827,1.22037300519024,80.504456080194
c_20251109_130906,EF,38.69743813578404,0.9730091589587897,22.49818513198338
c_20251109_130906,AF31,29.043603097038922,1.2021107807238782,41.84236133636069
c_20251109_130906,BE,9.725607526420797,1.444190148111677,80.51912948117943
c_20251109_130947,EF,38.63273975486872,1.1045181889197908,22.637196299213816
c_20251109_130947,AF31,29.035970057127873,0.8126545793447183,41.850856463247
c_20251109_130947,BE,9.72771009680393,1.4595013352898765,80.51835719691704
c_20251109_131028,EF,38.685745053204066,1.2271063381590244,22.529076502479032
c_20251109_131028,AF31,29.042659223636527,1.2668959761955638,41.836183062261554
c_20251109_131028,BE,9.731853744120599,1.1870406813687409,80.50831750150596
c_20251109_131118,EF,38.69848967900098,1.0262128106366122,22.50359112182012
c_20251109_131118,AF31,29.030161011372293,1.4959192970304616,41.868619001282
c_20251109_131118,BE,9.72673276608335,1.2499487329376517,80.51835719691704
c_20251109_131159,EF,38.68960856181251,1.370931384082773,22.520581375592727
c_20251109_131159,AF31,29.0434208686411,0.867566067263044,41.8408167678359
c_20251109_131159,BE,9.730238885532676,1.0662037960807567,80.5129512070803
c_20251109_131240,EF,38.735836122115515,0.883267615201806,22.430996401155337
c_20251109_131240,AF31,29.051085933345043,0.831836285921438,41.821509661276124
c_20251109_131240,BE,9.732608753480305,1.2116951119782189,80.50754521724356
c_20251109_131321,EF,38.6980863925271,1.3831903854936138,22.507452543132075
c_20251109_131321,AF31,29.05334125342233,1.0822039020073746,41.816103671439386
c_20251109_131321,BE,9.728589431346581,1.33906517724155,80.5114066385555
c_20251109_131402,EF,38.69833590410441,1.1534124731220587,22.47347203558686
c_20251109_131402,AF31,29.0378984233889,1.5484310268057135,41.82768793537525
c_20251109_131402,BE,9.722114948208405,1.4283537818875711,80.51758491265466
c_20251109_131443,EF,38.668625098803616,1.091476060845108,22.568462999860987
c_20251109_131443,AF31,29.068160957687265,1.3654854804211478,41.794479712092425
c_20251109_131443,BE,9.730020691194985,1.2467025748025085,80.5137234913427
c_20251109_131524,EF,38.71577847092073,0.8833503566395706,22.462660055913382
c_20251109_131524,AF31,29.043594864882028,0.9525806347393014,41.835410777999165
c_20251109_131524,BE,9.733939770134475,0.999580074412495,80.5060006487188
c_20251109_131605,EF,38.69979091473298,0.9572961881377945,22.497412847720987
c_20251109_131605,AF31,29.025445033387577,1.3466714065963659,41.87402499111873
c_20251109_131605,BE,9.706188950992404,1.0262320207218325,80.50059465888204
c_20251109_131646,EF,38.635095727918404,0.973719985490223,22.630245740852292
c_20251109_131646,AF31,29.0294074173305,1.038183093931117,41.86398529570764
c_20251109_131646,BE,9.727158040254631,1.1578926075992861,80.51681262839226
c_20251109_131727,EF,38.64665768536079,1.315173452623564,22.614027771342077
c_20251109_131727,AF31,29.04869992484553,1.4807542630938633,41.82846021963764
c_20251109_131727,BE,9.72934314368283,1.205346539371205,80.5114066385555
