class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,20.246546701773497,1.3383494452213538,49.1210456708724
AF31,38.794403335963835,1.3806405963283064,2.5204892316900116
BE,37.11783775724302,1.2974145726197164,6.725617584878703
