class,throughput_rx_Mbps,jitter_ms,loss_pct
EF,38.56654675823415,0.43831863359058565,0.26931677018633543
AF31,28.938743102326892,0.52001686267593,0.30320282812768945
BE,9.676461195248287,1.3946433466817445,0.30489012076816474
